Title,Engine codes,Power kW / HP,Capacity (ccm),Cylinders,Valves,Fuel type,Production year,Model
RENAULT TRUCKS C C430,DTI11-122HI,316 kW / 430 HP,10837 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C430,DTI11-122HI,316 kW / 430 HP,10837 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C430,DTI11-122HI,316 kW / 430 HP,10837 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C430,DTI11-122HI,316 kW / 430 HP,10837 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C430,DTI11-122HI,316 kW / 430 HP,10837 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C430,DTI11-122HI,316 kW / 430 HP,10837 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C430,DTI11-122HI,316 kW / 430 HP,10837 ccm,? cylinders,? valves,,2014/09 - X,RENAULT TRUCKS
RENAULT TRUCKS C C430,DTI11-122HI,316 kW / 430 HP,10837 ccm,? cylinders,? valves,,2014/09 - X,RENAULT TRUCKS
RENAULT TRUCKS C C430,DTI11-122HI,316 kW / 430 HP,10837 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C440,DTI13-122HK,324 kW / 441 HP,12777 ccm,? cylinders,? valves,,2014/09 - X,RENAULT TRUCKS
RENAULT TRUCKS C C440,DTI13-122HK,324 kW / 441 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C440,DTI13-122HK,324 kW / 441 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C440,DTI13-122HK,324 kW / 441 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C440,DTI13-122HK,324 kW / 441 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C440,DTI13-122HK,324 kW / 441 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C440,DTI13-122HK,324 kW / 441 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C440,DTI13-122HK,324 kW / 441 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C440,DTI13-122HK,324 kW / 441 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C440,DTI13-122HK,324 kW / 441 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C440,DTI13-122HK,324 kW / 441 HP,12777 ccm,? cylinders,? valves,,2014/09 - X,RENAULT TRUCKS
RENAULT TRUCKS C C460,DTI11-122HJ,338 kW / 460 HP,10837 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C460,DTI11-122HJ,338 kW / 460 HP,10837 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C460,DTI11-122HJ,338 kW / 460 HP,10837 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C460,DTI11-122HJ,338 kW / 460 HP,10837 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C460,DTI11-122HJ,338 kW / 460 HP,10837 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C460,DTI11-122HJ,338 kW / 460 HP,10837 ccm,? cylinders,? valves,,2014/08 - X,RENAULT TRUCKS
RENAULT TRUCKS C C460,DTI11-122HJ,338 kW / 460 HP,10837 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C460,DTI11-122HJ,338 kW / 460 HP,10837 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C460,DTI11-122HJ,338 kW / 460 HP,10837 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C460,DTI11-122HJ,338 kW / 460 HP,10837 ccm,? cylinders,? valves,,2014/09 - X,RENAULT TRUCKS
RENAULT TRUCKS C C460,DTI11-122HJ,338 kW / 460 HP,10837 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C460,DTI11-122HJ,338 kW / 460 HP,10837 ccm,? cylinders,? valves,,2014/09 - X,RENAULT TRUCKS
RENAULT TRUCKS C C480,DTI13-122HL,353 kW / 480 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C480,DTI13-122HL,353 kW / 480 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C480,DTI13-122HL,353 kW / 480 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C480,DTI13-122HL,353 kW / 480 HP,12777 ccm,? cylinders,? valves,,2014/09 - X,RENAULT TRUCKS
RENAULT TRUCKS C C480,DTI13-122HL,353 kW / 480 HP,12777 ccm,? cylinders,? valves,,2014/08 - X,RENAULT TRUCKS
RENAULT TRUCKS C C480,DTI13-122HL,353 kW / 480 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C480,DTI13-122HL,353 kW / 480 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C480,DTI13-122HL,353 kW / 480 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C480,DTI13-122HL,353 kW / 480 HP,12777 ccm,? cylinders,? valves,,2014/09 - X,RENAULT TRUCKS
RENAULT TRUCKS C C480,DTI13-122HL,353 kW / 480 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C480,DTI13-122HL,353 kW / 480 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C480,DTI13-122HL,353 kW / 480 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C520,DTI13-122HM,382 kW / 519 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C520,DTI13-122HM,382 kW / 519 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C520,DTI13-122HM,382 kW / 519 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C520,DTI13-122HM,382 kW / 519 HP,12777 ccm,? cylinders,? valves,,2014/09 - X,RENAULT TRUCKS
RENAULT TRUCKS C C520,DTI13-122HM,382 kW / 519 HP,12777 ccm,? cylinders,? valves,,2014/08 - X,RENAULT TRUCKS
RENAULT TRUCKS C C520,DTI13-122HM,382 kW / 519 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C520,DTI13-122HM,382 kW / 519 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C520,DTI13-122HM,382 kW / 519 HP,12777 ccm,? cylinders,? valves,,2014/09 - X,RENAULT TRUCKS
RENAULT TRUCKS C C520,DTI13-122HM,382 kW / 519 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C520,DTI13-122HM,382 kW / 519 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C520,DTI13-122HM,382 kW / 519 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS C C520,DTI13-122HM,382 kW / 519 HP,12777 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS D 10 P 210,DTI5-122HN,154 kW / 209 HP,5132 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 10 P 240,DTI5-122HP,176 kW / 239 HP,5132 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 12 KP 250,DTI8-122HQ,184 kW / 250 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 12 KP 280,DTI8-122HR,206 kW / 280 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 12 P 210,DTI5-122HN,154 kW / 209 HP,5132 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 12 P 210,DTI5-122HN,154 kW / 209 HP,5132 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 12 P 240,DTI5-122HP,176 kW / 239 HP,5132 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 12 P 240,DTI5-122HP,176 kW / 239 HP,5132 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 12 P 250,DTI8-122HQ,184 kW / 250 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 12 P 280,DTI8-122HR,206 kW / 280 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
"RENAULT TRUCKS D 13 P 210, 13 KP 210",DTI5-122HN,154 kW / 209 HP,5132 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
"RENAULT TRUCKS D 13 P 240, 13 KP 240",DTI5-122HP,176 kW / 239 HP,5132 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
"RENAULT TRUCKS D 13 P 250, 13 KP 250",DTI8-122HQ,184 kW / 250 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
"RENAULT TRUCKS D 13 P 280, 13 KP 280",DTI8-122HR,206 kW / 280 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 14 KP 250,DTI8-122HQ,184 kW / 250 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
"RENAULT TRUCKS D 14 P 210, 14 KP 210",DTI5-122HN,154 kW / 209 HP,5132 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
"RENAULT TRUCKS D 14 P 240, 14 KP 240",DTI5-122HP,176 kW / 239 HP,5132 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 14 P 250,DTI8-122HQ,184 kW / 250 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
"RENAULT TRUCKS D 14 P 250, 14 KP 250",DTI8-122HQ,184 kW / 250 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
"RENAULT TRUCKS D 14 P 280, 14 KP 280",DTI8-122HR,206 kW / 280 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
"RENAULT TRUCKS D 14 P 280, 14 KP 280",DTI8-122HR,206 kW / 280 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 16 KP 250,DTI8-122HQ,184 kW / 250 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 16 KP 280,DTI8-122HR,206 kW / 280 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
"RENAULT TRUCKS D 16 P 210, 16 KP 210",DTI5-122HN,154 kW / 209 HP,5132 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
"RENAULT TRUCKS D 16 P 240, 16 KP 240",DTI5-122HP,176 kW / 239 HP,5132 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 16 P 250,DTI8-122HQ,184 kW / 250 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
"RENAULT TRUCKS D 16 P 250, 16 KP 250",DTI8-122HQ,184 kW / 250 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
"RENAULT TRUCKS D 16 P 280, 16 KP 280",DTI8-122HR,206 kW / 280 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 18 P 250,DTI8-122HQ,184 kW / 250 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
"RENAULT TRUCKS D 18 P 250, 18 KP 250",DTI8-122HQ,184 kW / 250 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 18 P 280,DTI8-122HR,206 kW / 280 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
"RENAULT TRUCKS D 18 P 280, 18 KP 280",DTI8-122HR,206 kW / 280 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 18 P 320,DTI8-122HS,235 kW / 320 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
"RENAULT TRUCKS D 18 P 320, 18 KP 320",DTI8-122HS,235 kW / 320 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 18 P 380,DTI11-122HH,279 kW / 379 HP,10837 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 18 P 430,DTI11-122HI,316 kW / 430 HP,10837 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 18 T 280,DTI8-122HR,206 kW / 280 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 18 T 320,DTI8-122HS,235 kW / 320 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 18 T 380,DTI11-122HH,279 kW / 379 HP,10837 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 18 T 430,DTI11-122HI,316 kW / 430 HP,10837 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 25 P 250,DTI8-122HQ,184 kW / 250 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 25 P 280,DTI8-122HR,206 kW / 280 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 25 P 320,DTI8-122HS,235 kW / 320 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 26 P 250,DTI8-122HQ,184 kW / 250 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
"RENAULT TRUCKS D 26 P 250, 26 KP 250",DTI8-122HQ,184 kW / 250 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 26 P 280,DTI8-122HR,206 kW / 280 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
"RENAULT TRUCKS D 26 P 280, 26 KP 280",DTI8-122HR,206 kW / 280 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 26 P 320,DTI8-122HS,235 kW / 320 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
"RENAULT TRUCKS D 26 P 320, 26 KP 320",DTI8-122HS,235 kW / 320 HP,7698 ccm,? cylinders,? valves,,2013/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 6.5 P 150,DTI 3,110 kW / 150 HP,2953 ccm,? cylinders,? valves,,2016/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D 7.5 P 180,DTI 3,130 kW / 177 HP,2953 ccm,? cylinders,? valves,,2016/01 - X,RENAULT TRUCKS
RENAULT TRUCKS D D250,DTI8-122HQ,184 kW / 250 HP,7698 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS D D250,DTI8-122HQ,184 kW / 250 HP,7698 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS D D250,DTI8-122HQ,184 kW / 250 HP,7698 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS D D250 Z.E.,MDS 2043A,185 kW / 252 HP,0 ccm,? cylinders,? valves,,2020/11 - X,RENAULT TRUCKS
RENAULT TRUCKS D D250 Z.E.,MDS 2043A,185 kW / 252 HP,0 ccm,? cylinders,? valves,,2020/11 - X,RENAULT TRUCKS
RENAULT TRUCKS D D280,DTI8-122HR,206 kW / 280 HP,7698 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS D D280,DTI8-122HR,206 kW / 280 HP,7698 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS D D280,DTI8-122HR,206 kW / 280 HP,7698 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS D D280,DTI8-122HR,206 kW / 280 HP,7698 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS D D280,DTI8-122HR,206 kW / 280 HP,7698 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS D D280,DTI8-122HR,206 kW / 280 HP,7698 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS D D320,DTI8-122HS,235 kW / 320 HP,7698 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS D D320,DTI8-122HS,235 kW / 320 HP,7698 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS D D320,DTI8-122HS,235 kW / 320 HP,7698 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS D D320,DTI8-122HS,235 kW / 320 HP,7698 ccm,? cylinders,? valves,,2013/07 - X,RENAULT TRUCKS
RENAULT TRUCKS D D320 CNG,NGT9,239 kW / 325 HP,8849 ccm,? cylinders,? valves,,2015/03 - X,RENAULT TRUCKS
RENAULT TRUCKS D D320 CNG,NGT9,239 kW / 325 HP,8849 ccm,? cylinders,? valves,,2015/03 - X,RENAULT TRUCKS
RENAULT TRUCKS D D320 CNG,NGT9,239 kW / 325 HP,8849 ccm,? cylinders,? valves,,2015/03 - X,RENAULT TRUCKS
RENAULT TRUCKS D D320 CNG,NGT9,239 kW / 325 HP,8849 ccm,? cylinders,? valves,,2015/03 - X,RENAULT TRUCKS
RENAULT TRUCKS D D320 CNG,NGT9,239 kW / 325 HP,8849 ccm,? cylinders,? valves,,2015/03 - X,RENAULT TRUCKS
RENAULT TRUCKS D D320 CNG,NGT9,239 kW / 325 HP,8849 ccm,? cylinders,? valves,,2015/03 - X,RENAULT TRUCKS
RENAULT TRUCKS D D320 CNG,NGT9,239 kW / 325 HP,8849 ccm,? cylinders,? valves,,2015/03 - X,RENAULT TRUCKS
RENAULT TRUCKS D D320 CNG,NGT9,239 kW / 325 HP,8849 ccm,? cylinders,? valves,,2015/03 - X,RENAULT TRUCKS
RENAULT TRUCKS D D320 CNG,NGT9,239 kW / 325 HP,8849 ccm,? cylinders,? valves,,2015/03 - X,RENAULT TRUCKS
RENAULT TRUCKS D D320 CNG,NGT9,239 kW / 325 HP,8849 ccm,? cylinders,? valves,,2015/03 - X,RENAULT TRUCKS
RENAULT TRUCKS D D320 CNG,NGT9,239 kW / 325 HP,8849 ccm,? cylinders,? valves,,2015/03 - X,RENAULT TRUCKS
RENAULT TRUCKS D D380,DTI11-122HH,279 kW / 379 HP,10837 ccm,? cylinders,? valves,,2015/12 - X,RENAULT TRUCKS
RENAULT TRUCKS D D380,DTI11-122HH,279 kW / 379 HP,10837 ccm,? cylinders,? valves,,2015/12 - X,RENAULT TRUCKS
RENAULT TRUCKS D D430,DTI11-122HI,316 kW / 430 HP,10837 ccm,? cylinders,? valves,,2015/12 - X,RENAULT TRUCKS
RENAULT TRUCKS D D430,DTI11-122HI,316 kW / 430 HP,10837 ccm,? cylinders,? valves,,2015/12 - X,RENAULT TRUCKS
RENAULT TRUCKS D D500 Z.E.,MDS 2043A,370 kW / 503 HP,0 ccm,? cylinders,? valves,,2020/11 - X,RENAULT TRUCKS
RENAULT TRUCKS D D500 Z.E.,MDS 2043A,370 kW / 503 HP,0 ccm,? cylinders,? valves,,2020/11 - X,RENAULT TRUCKS
RENAULT TRUCKS D ACCESS 18 ACCESS P 280,DTI8-122HR,206 kW / 280 HP,7698 ccm,? cylinders,? valves,,2014/07 - X,RENAULT TRUCKS
RENAULT TRUCKS D ACCESS 18 ACCESS P 320,DTI8-122HS,235 kW / 320 HP,7698 ccm,? cylinders,? valves,,2014/07 - X,RENAULT TRUCKS
RENAULT TRUCKS D ACCESS 26 ACCESS P 280,DTI8-122HR,206 kW / 280 HP,7698 ccm,? cylinders,? valves,,2014/07 - X,RENAULT TRUCKS
RENAULT TRUCKS D ACCESS 26 ACCESS P 320,DTI8-122HS,235 kW / 320 HP,7698 ccm,? cylinders,? valves,,2014/07 - X,RENAULT TRUCKS
RENAULT TRUCKS FR1 FR1,MIDR 06.20.45 A2,202 kW / 275 HP,9839 ccm,? cylinders,? valves,,1983/01 - X,RENAULT TRUCKS
RENAULT TRUCKS FR1 FR1,"MIDR 06.20.45 D, MIDR 06.20.45 D3",222 kW / 302 HP,9839 ccm,? cylinders,? valves,,1983/01 - X,RENAULT TRUCKS
RENAULT TRUCKS FR1 FR1,MIDR 06.20.45 M3,250 kW / 340 HP,9839 ccm,? cylinders,? valves,,1983/01 - X,RENAULT TRUCKS
RENAULT TRUCKS G G 170.11,MIDR 06.02.12 D,127 kW / 173 HP,5490 ccm,? cylinders,? valves,,1983/05 - 1990/02,RENAULT TRUCKS
RENAULT TRUCKS G G 170.13,MIDR 06.02.12 D,127 kW / 173 HP,5490 ccm,? cylinders,? valves,,1983/05 - 1990/02,RENAULT TRUCKS
RENAULT TRUCKS G G 170.15,MIDR 06.02.12 D,127 kW / 173 HP,5490 ccm,? cylinders,? valves,,1983/05 - 1990/02,RENAULT TRUCKS
RENAULT TRUCKS G G 170.16,MIDR 06.02.12 D,127 kW / 173 HP,5490 ccm,? cylinders,? valves,,1983/05 - 1990/02,RENAULT TRUCKS
RENAULT TRUCKS G G 170.17,MIDR 06.02.12 D,127 kW / 173 HP,5490 ccm,? cylinders,? valves,,1983/05 - 1990/02,RENAULT TRUCKS
RENAULT TRUCKS G G 170.17,MIDR 06.02.12 D,127 kW / 173 HP,5490 ccm,? cylinders,? valves,,1983/05 - 1990/02,RENAULT TRUCKS
RENAULT TRUCKS G G 200.13,MIDR 06.02.26 H,137 kW / 186 HP,6180 ccm,? cylinders,? valves,,1990/05 - 1991/09,RENAULT TRUCKS
RENAULT TRUCKS G G 200.15,MIDR 06.02.26 H,137 kW / 186 HP,6180 ccm,? cylinders,? valves,,1990/05 - 1991/09,RENAULT TRUCKS
RENAULT TRUCKS G G 200.16,MIDR 06.02.26 H,137 kW / 186 HP,6180 ccm,? cylinders,? valves,,1990/05 - 1991/09,RENAULT TRUCKS
RENAULT TRUCKS G G 200.16,MIDR 06.02.26 H,137 kW / 186 HP,6180 ccm,? cylinders,? valves,,1990/05 - 1991/09,RENAULT TRUCKS
RENAULT TRUCKS G G 200.17,MIDR 06.02.26 H,137 kW / 186 HP,6180 ccm,? cylinders,? valves,,1990/05 - 1991/09,RENAULT TRUCKS
RENAULT TRUCKS G G 200.18,MIDR 06.02.26 H,137 kW / 186 HP,6180 ccm,? cylinders,? valves,,1990/05 - 1991/09,RENAULT TRUCKS
RENAULT TRUCKS G G 210.16,"MIDS 06.20.30 N, MIDS 06.20.30 N1",153 kW / 208 HP,8820 ccm,? cylinders,? valves,,1983/11 - 1990/02,RENAULT TRUCKS
RENAULT TRUCKS G G 210.16/T,MIDS 06.20.30 N,153 kW / 208 HP,8820 ccm,? cylinders,? valves,,1983/11 - 1990/02,RENAULT TRUCKS
RENAULT TRUCKS G G 210.17 BOM,"MIDS 06.20.30 N, MIDS 06.20.30 N1",153 kW / 208 HP,8820 ccm,? cylinders,? valves,,1983/11 - 1990/02,RENAULT TRUCKS
RENAULT TRUCKS G G 210.17 BOM,"MIDS 06.20.30 N, MIDS 06.20.30 N1",153 kW / 208 HP,8820 ccm,? cylinders,? valves,,1983/11 - 1990/02,RENAULT TRUCKS
RENAULT TRUCKS G G 210.18 BOM,"MIDS 06.20.30 N, MIDS 06.20.30 N1",153 kW / 208 HP,8820 ccm,? cylinders,? valves,,1983/11 - 1990/02,RENAULT TRUCKS
RENAULT TRUCKS G G 210.19,"MIDS 06.20.30 N, MIDS 06.20.30 N1",153 kW / 208 HP,8820 ccm,? cylinders,? valves,,1983/11 - 1990/02,RENAULT TRUCKS
RENAULT TRUCKS G G 210.19 BOM,"MIDS 06.20.30 N, MIDS 06.20.30 N1",153 kW / 208 HP,8820 ccm,? cylinders,? valves,,1983/11 - 1990/02,RENAULT TRUCKS
RENAULT TRUCKS G G 210.19/T,MIDS 06.20.30 N,153 kW / 208 HP,8820 ccm,? cylinders,? valves,,1983/11 - 1990/02,RENAULT TRUCKS
RENAULT TRUCKS G G 220.17 BOM,MIDS 06.20.45 J,161 kW / 219 HP,9840 ccm,? cylinders,? valves,,1991/03 - 1991/09,RENAULT TRUCKS
RENAULT TRUCKS G G 220.17 BOM,MIDS 06.20.45 J,161 kW / 219 HP,9840 ccm,? cylinders,? valves,,1991/03 - 1991/09,RENAULT TRUCKS
RENAULT TRUCKS G G 220.19 BOM,MIDS 06.20.45 J,161 kW / 219 HP,9840 ccm,? cylinders,? valves,,1991/03 - 1991/09,RENAULT TRUCKS
RENAULT TRUCKS G G 230.11,MIDS 06.20.30 P,169 kW / 230 HP,8821 ccm,? cylinders,? valves,,1985/01 - 1990/05,RENAULT TRUCKS
RENAULT TRUCKS G G 230.13,MIDS 06.20.30 P,169 kW / 230 HP,8821 ccm,? cylinders,? valves,,1985/01 - 1990/05,RENAULT TRUCKS
RENAULT TRUCKS G G 230.13 SP,MIDS 06.20.30 P,169 kW / 230 HP,8821 ccm,? cylinders,? valves,,1985/01 - 1991/08,RENAULT TRUCKS
RENAULT TRUCKS G G 230.15,MIDS 06.20.30 P,169 kW / 230 HP,8821 ccm,? cylinders,? valves,,1985/01 - 1990/05,RENAULT TRUCKS
RENAULT TRUCKS G G 230.15/T,MIDS 06.20.30 P,169 kW / 230 HP,8821 ccm,? cylinders,? valves,,1985/01 - 1990/05,RENAULT TRUCKS
RENAULT TRUCKS G G 230.16,MIDS 06.20.30 P,169 kW / 230 HP,8821 ccm,? cylinders,? valves,,1985/01 - 1990/05,RENAULT TRUCKS
RENAULT TRUCKS G G 230.16,MIDS 06.20.30 P,169 kW / 230 HP,8821 ccm,? cylinders,? valves,,1985/01 - 1990/05,RENAULT TRUCKS
RENAULT TRUCKS G G 230.17,MIDS 06.20.30 P,169 kW / 230 HP,8821 ccm,? cylinders,? valves,,1985/01 - 1990/05,RENAULT TRUCKS
